Student_ID,Age,Gender,Marital_Status,Course,Application_Method,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Enrolled_Units,Credited_Units,Evaluated_Units,Approved_Units,Average_grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,student_status,Pass_rate_%,Academic_performance,Progression_success,Student_risk,WP_indicator
STUD_362,19,Female,Divorced,Nursing,Referral,Suburban,Master,31464,Part-time,2,6,8,7,,0,5,3,25000,2021,withdrew,88,Low,Successful,High,WP Group
STUD_363,18,Female,Widowed,Design,In-person,Suburban,PhD,115599,Unemployed,1,8,6,4,1,1,5,3,25000,2021,continued,67,Low,At Risk,Medium,Non-WP Group
STUD_364,21,Other,Single,Nursing,In-person,Suburban,PhD,75396,Employed,8,7,0,3,3,0,5,3,25000,2021,withdrew,0,Medium,At Risk,High,Non-WP Group
STUD_365,18,Male,Widowed,Social Service,Online,Urban,None,119063,Employed,0,5,2,7,6,0,5,3,25000,2021,withdrew,100,high,Successful,High,WP Group
STUD_366,24,Female,Divorced,Design,In-person,Urban,PhD,63503,Unemployed,0,4,3,1,5,0,5,3,25000,2021,withdrew,33,high,At Risk,High,Non-WP Group
STUD_367,25,Male,Single,Management,Online,Rural,High School,106874,Unemployed,3,1,5,4,2,0,5,3,25000,2021,withdrew,80,Low,Successful,High,WP Group
STUD_368,25,Male,Single,Design,In-person,Urban,High School,66958,Part-time,3,5,2,4,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_369,28,Female,Single,Nursing,Referral,Suburban,Master,86268,Employed,7,8,7,1,3,1,5,3,25000,2021,continued,14,Medium,At Risk,Medium,Non-WP Group
STUD_370,30,Male,Divorced,Management,In-person,Urban,Master,40974,Employed,6,2,1,3,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,Non-WP Group
STUD_371,27,Male,Single,Journalism,Online,Suburban,None,30815,Unemployed,6,2,7,6,1,0,5,3,25000,2021,withdrew,86,Low,Successful,High,WP Group
STUD_372,26,Female,Married,Education,Online,Rural,High School,118815,Part-time,8,4,0,1,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_373,25,Male,Single,Management,Referral,Suburban,High School,86319,Part-time,5,2,1,0,3,1,5,3,25000,2021,continued,0,Medium,At Risk,Medium,WP Group
STUD_374,30,Male,Divorced,Design,In-person,Suburban,None,59405,Part-time,4,0,1,2,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_375,19,Other,Single,Agronomy,Online,Suburban,Bachelor,110865,Unemployed,1,3,1,3,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,Non-WP Group
STUD_377,23,Other,Single,Technologies,In-person,Urban,Bachelor,36467,Employed,3,1,8,0,0,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_378,28,Female,Divorced,Agronomy,Online,Urban,High School,34420,Unemployed,4,4,4,2,3,0,5,3,25000,2021,withdrew,50,Medium,At Risk,High,WP Group
STUD_379,22,Other,Married,Technologies,Referral,Suburban,High School,95400,Employed,8,4,2,2,4,0,5,3,25000,2021,withdrew,100,high,Successful,High,WP Group
STUD_380,28,Female,Single,Technologies,Online,Suburban,Bachelor,72086,Unemployed,7,6,7,7,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,Non-WP Group
STUD_381,29,Male,Single,Nursing,Online,Rural,High School,52522,Unemployed,1,4,6,0,3,1,5,3,25000,2021,continued,0,Medium,At Risk,Medium,WP Group
STUD_382,21,Female,Divorced,Technologies,Referral,Rural,High School,22581,Employed,7,5,2,8,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_383,23,Male,Single,Technologies,In-person,Urban,None,88081,Part-time,6,0,3,1,3,1,5,3,25000,2021,continued,33,Medium,At Risk,Medium,WP Group
STUD_384,18,Male,Widowed,Education,Referral,Rural,Bachelor,104561,Employed,2,4,4,3,2,1,5,3,25000,2021,continued,75,Low,Successful,Low,WP Group
STUD_385,20,Male,Single,Technologies,Referral,Suburban,PhD,65957,Employed,2,8,8,4,2,1,5,3,25000,2021,continued,50,Low,At Risk,Medium,Non-WP Group
STUD_386,25,Female,Divorced,Technologies,Referral,Urban,High School,21167,Part-time,1,5,0,2,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_387,28,Male,Married,Agronomy,In-person,Rural,PhD,44287,Unemployed,7,5,4,5,4,0,5,3,25000,2021,withdrew,100,high,Successful,High,WP Group
STUD_388,19,Female,Single,Design,Online,Suburban,PhD,100400,Part-time,4,2,3,8,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_389,29,Other,Divorced,Agronomy,Referral,Rural,High School,64586,Unemployed,1,0,5,1,2,1,5,3,25000,2021,continued,20,Low,At Risk,Medium,WP Group
STUD_390,30,Female,Married,Management,Referral,Urban,None,85952,Part-time,7,2,0,7,3,0,5,3,25000,2021,withdrew,0,Medium,At Risk,High,WP Group
STUD_391,25,Female,Widowed,Nursing,Referral,Urban,PhD,25190,Employed,6,1,4,1,2,1,5,3,25000,2021,continued,25,Low,At Risk,Medium,Non-WP Group
STUD_392,19,Female,Single,Journalism,Referral,Urban,High School,85091,Unemployed,4,6,4,8,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_394,28,Female,Widowed,Agronomy,Online,Rural,None,72572,Employed,1,2,2,0,4,0,5,3,25000,2021,withdrew,0,high,At Risk,High,WP Group
STUD_395,27,Female,Divorced,Management,Online,Urban,None,36192,Part-time,4,7,8,8,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_397,29,Female,Married,Nursing,Online,Urban,Bachelor,84748,Part-time,7,1,2,4,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_399,29,Other,Married,Design,Online,Suburban,Master,42340,Employed,6,4,0,5,0,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_400,30,Female,Single,Management,Online,Suburban,None,48102,Unemployed,8,2,4,3,2,1,5,3,25000,2021,continued,75,Low,Successful,Low,WP Group
STUD_401,23,Female,Widowed,Management,Referral,Urban,Bachelor,85915,Unemployed,2,5,6,1,0,0,5,3,25000,2021,withdrew,17,Low,At Risk,High,Non-WP Group
STUD_403,26,Female,Married,Nursing,Referral,Urban,None,77780,Employed,2,3,7,7,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_405,18,Other,Divorced,Nursing,Online,Urban,PhD,24555,Employed,4,3,0,3,0,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_406,26,Female,Married,Nursing,Online,Rural,Master,106294,Part-time,8,6,8,0,0,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_407,24,Other,Single,Management,In-person,Suburban,High School,114503,Employed,2,8,4,1,0,1,5,3,25000,2021,continued,25,Low,At Risk,Medium,WP Group
STUD_408,19,Female,Widowed,Management,Online,Suburban,Master,61715,Unemployed,8,1,2,5,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,Non-WP Group
STUD_409,21,Male,Divorced,Management,Online,Rural,PhD,77057,Unemployed,8,2,5,7,4,1,5,3,25000,2021,continued,100,high,Successful,Low,WP Group
STUD_410,30,Male,Married,Management,Online,Rural,Master,100217,Employed,7,1,7,6,1,0,5,3,25000,2021,withdrew,86,Low,Successful,High,WP Group
STUD_411,20,Female,Single,Design,Referral,Urban,None,33315,Unemployed,8,6,7,7,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_412,20,Other,Widowed,Social Service,In-person,Suburban,High School,45214,Unemployed,1,1,6,1,1,1,5,3,25000,2021,continued,17,Low,At Risk,Medium,WP Group
STUD_413,24,Female,Widowed,Social Service,Referral,Rural,Bachelor,31524,Unemployed,2,6,7,5,2,0,5,3,25000,2021,withdrew,71,Low,At Risk,High,WP Group
STUD_414,28,Male,Married,Journalism,Online,Rural,Master,57209,Unemployed,8,8,1,1,1,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_415,24,Female,Single,Agronomy,In-person,Urban,None,53343,Employed,5,6,7,8,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_416,23,Female,Married,Design,In-person,Urban,None,61205,Part-time,6,8,5,6,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_418,29,Male,Single,Technologies,Referral,Rural,None,63722,Part-time,6,1,0,4,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_419,19,Other,Married,Management,Online,Suburban,PhD,29428,Employed,3,8,4,6,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,Non-WP Group
STUD_420,23,Other,Widowed,Management,In-person,Rural,High School,45905,Unemployed,5,1,5,4,2,0,5,3,25000,2021,withdrew,80,Low,Successful,High,WP Group
STUD_421,30,Male,Divorced,Design,In-person,Rural,PhD,99113,Unemployed,7,8,7,8,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_422,20,Male,Married,Journalism,Referral,Suburban,Master,46269,Employed,8,4,1,0,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_423,30,Male,Single,Technologies,Referral,Rural,PhD,75494,Unemployed,8,0,1,0,1,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_424,18,Other,Married,Nursing,In-person,Urban,High School,58733,Part-time,8,6,6,6,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_425,18,Other,Married,Social Service,Referral,Urban,Master,53381,Part-time,5,7,3,0,1,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_427,19,Other,Widowed,Management,Referral,Urban,None,88330,Part-time,6,6,6,8,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_428,30,Male,Widowed,Education,Referral,Rural,None,84467,Part-time,3,4,8,1,1,0,5,3,25000,2021,withdrew,13,Low,At Risk,High,WP Group
STUD_429,27,Female,Divorced,Design,Online,Urban,Master,97570,Employed,2,8,1,5,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_432,19,Female,Single,Agronomy,In-person,Rural,PhD,46623,Unemployed,8,1,6,7,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_433,26,Other,Widowed,Technologies,In-person,Suburban,Bachelor,112998,Employed,5,4,0,0,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_434,24,Female,Divorced,Journalism,Referral,Rural,None,89225,Part-time,8,2,0,6,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_435,30,Other,Single,Nursing,In-person,Suburban,Master,55743,Unemployed,6,3,6,4,0,1,5,3,25000,2021,continued,67,Low,At Risk,Medium,Non-WP Group
STUD_436,29,Other,Married,Management,In-person,Urban,Master,34561,Employed,0,6,7,3,6,1,5,3,25000,2021,continued,43,high,At Risk,Medium,Non-WP Group
STUD_437,23,Male,Divorced,Nursing,In-person,Suburban,Bachelor,38963,Employed,4,6,6,4,4,1,5,3,25000,2021,continued,67,high,At Risk,Medium,Non-WP Group
STUD_439,24,Other,Married,Social Service,In-person,Urban,Bachelor,57875,Part-time,2,8,5,3,1,1,5,3,25000,2021,continued,60,Low,At Risk,Medium,WP Group
STUD_440,29,Other,Widowed,Technologies,In-person,Rural,High School,63772,Unemployed,2,0,0,7,4,1,5,3,25000,2021,continued,0,high,At Risk,Medium,WP Group
STUD_441,18,Female,Single,Technologies,Online,Rural,Bachelor,39116,Unemployed,8,8,3,6,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_442,24,Female,Widowed,Technologies,Online,Suburban,PhD,35920,Unemployed,1,5,0,6,3,0,5,3,25000,2021,withdrew,0,Medium,At Risk,High,Non-WP Group
STUD_443,22,Male,Divorced,Management,Online,Urban,Bachelor,51390,Unemployed,3,6,7,6,3,0,5,3,25000,2021,withdrew,86,Medium,Successful,High,Non-WP Group
STUD_444,23,Female,Widowed,Agronomy,Online,Urban,High School,96188,Unemployed,4,4,1,8,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_445,19,Other,Single,Journalism,Referral,Rural,Bachelor,84466,Unemployed,4,4,4,5,4,1,5,3,25000,2021,continued,100,high,Successful,Low,WP Group
STUD_446,26,Female,Single,Management,Referral,Urban,PhD,102975,Unemployed,8,3,5,5,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_448,22,Male,Divorced,Journalism,Referral,Urban,High School,31342,Part-time,1,3,5,3,3,0,5,3,25000,2021,withdrew,60,Medium,At Risk,High,WP Group
STUD_449,21,Female,Divorced,Management,Online,Suburban,Bachelor,64096,Employed,7,4,4,0,1,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,Non-WP Group
STUD_450,21,Other,Widowed,Management,In-person,Urban,High School,69977,Unemployed,2,8,3,7,4,1,5,3,25000,2021,continued,100,high,Successful,Low,WP Group
STUD_451,30,Other,Single,Agronomy,In-person,Suburban,Master,41890,Employed,7,0,4,3,1,1,5,3,25000,2021,continued,75,Low,Successful,Low,Non-WP Group
STUD_453,28,Female,Widowed,Management,In-person,Rural,PhD,42566,Part-time,7,6,7,5,1,1,5,3,25000,2021,continued,71,Low,At Risk,Medium,WP Group
STUD_454,23,Other,Married,Education,In-person,Urban,Bachelor,76542,Part-time,7,4,6,6,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_455,24,Other,Widowed,Social Service,Online,Rural,None,90041,Unemployed,8,5,7,6,0,0,5,3,25000,2021,withdrew,86,Low,Successful,High,WP Group
STUD_456,22,Other,Single,Technologies,In-person,Rural,PhD,47572,Unemployed,3,4,4,4,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_457,21,Male,Divorced,Social Service,In-person,Urban,Bachelor,70645,Employed,3,0,4,8,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,Non-WP Group
STUD_458,24,Male,Widowed,Technologies,In-person,Suburban,None,65735,Part-time,4,1,7,5,2,1,5,3,25000,2021,continued,71,Low,At Risk,Medium,WP Group
STUD_459,27,Other,Married,Design,In-person,Rural,Master,40015,Part-time,3,3,8,2,3,1,5,3,25000,2021,continued,25,Medium,At Risk,Medium,WP Group
STUD_460,27,Other,Single,Design,In-person,Suburban,High School,86606,Part-time,5,1,7,2,1,0,5,3,25000,2021,withdrew,29,Low,At Risk,High,WP Group
STUD_463,24,Female,Widowed,Design,Online,Suburban,PhD,27706,Unemployed,1,8,1,4,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,Non-WP Group
STUD_464,23,Male,Single,Technologies,In-person,Suburban,Bachelor,59701,Employed,5,2,1,4,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,Non-WP Group
STUD_466,27,Female,Divorced,Nursing,Online,Urban,High School,78722,Employed,2,5,5,1,3,0,5,3,25000,2021,withdrew,20,Medium,At Risk,High,WP Group
STUD_468,20,Other,Widowed,Design,Online,Suburban,Master,73091,Part-time,1,0,6,2,0,0,5,3,25000,2021,withdrew,33,Low,At Risk,High,WP Group
STUD_469,27,Male,Single,Technologies,Online,Rural,Master,85166,Part-time,8,7,8,2,1,0,5,3,25000,2021,withdrew,25,Low,At Risk,High,WP Group
STUD_470,25,Female,Single,Management,Referral,Suburban,None,36456,Part-time,8,6,7,3,3,0,5,3,25000,2021,withdrew,43,Medium,At Risk,High,WP Group
STUD_471,20,Female,Divorced,Education,Referral,Rural,Master,39235,Unemployed,1,0,3,0,6,0,5,3,25000,2021,withdrew,0,high,At Risk,High,WP Group
STUD_472,25,Other,Single,Agronomy,In-person,Rural,PhD,89348,Employed,1,3,0,1,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_473,24,Female,Divorced,Social Service,Online,Suburban,None,63393,Part-time,1,4,4,2,1,0,5,3,25000,2021,withdrew,50,Low,At Risk,High,WP Group
STUD_475,25,Other,Divorced,Design,In-person,Rural,PhD,31927,Unemployed,4,6,8,3,1,1,5,3,25000,2021,continued,38,Low,At Risk,Medium,WP Group
STUD_477,23,Male,Divorced,Journalism,Online,Rural,None,22746,Part-time,6,0,6,5,2,0,5,3,25000,2021,withdrew,83,Low,Successful,High,WP Group
STUD_478,25,Female,Single,Education,Referral,Rural,Bachelor,89992,Unemployed,5,8,1,2,0,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_479,22,Male,Divorced,Management,In-person,Urban,Bachelor,28773,Employed,5,6,2,4,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_480,28,Female,Married,Design,Referral,Suburban,Bachelor,95918,Unemployed,3,8,0,4,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,Non-WP Group
STUD_481,20,Male,Single,Nursing,In-person,Rural,Master,21746,Unemployed,6,6,2,6,4,1,5,3,25000,2021,continued,100,high,Successful,Low,WP Group
STUD_482,26,Male,Single,Agronomy,In-person,Suburban,PhD,38455,Part-time,6,6,8,5,1,1,5,3,25000,2021,continued,63,Low,At Risk,Medium,WP Group
STUD_483,18,Other,Single,Design,In-person,Suburban,PhD,84176,Part-time,8,2,6,0,1,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_484,20,Other,Divorced,Technologies,Online,Suburban,Bachelor,90377,Employed,3,5,5,4,4,0,5,3,25000,2021,withdrew,80,high,Successful,High,Non-WP Group
STUD_485,27,Other,Divorced,Technologies,Referral,Suburban,Bachelor,26756,Employed,2,3,2,6,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_486,21,Other,Single,Journalism,Online,Urban,High School,84248,Employed,3,4,7,7,2,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_487,29,Male,Single,Design,Referral,Suburban,None,84780,Part-time,7,7,3,0,1,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_488,29,Female,Divorced,Technologies,In-person,Suburban,PhD,47500,Part-time,4,8,8,3,1,0,5,3,25000,2021,withdrew,38,Low,At Risk,High,WP Group
STUD_489,26,Other,Divorced,Social Service,Online,Rural,High School,23688,Part-time,6,5,3,3,4,1,5,3,25000,2021,continued,100,high,Successful,Low,WP Group
STUD_490,20,Female,Widowed,Nursing,Referral,Suburban,Bachelor,48893,Part-time,4,4,3,1,1,1,5,3,25000,2021,continued,33,Low,At Risk,Medium,WP Group
STUD_491,24,Male,Married,Management,Online,Suburban,Bachelor,93462,Employed,1,7,7,2,2,0,5,3,25000,2021,withdrew,29,Low,At Risk,High,Non-WP Group
STUD_492,21,Female,Divorced,Design,Online,Rural,None,95609,Part-time,5,3,4,6,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_493,22,Female,Widowed,Journalism,In-person,Rural,High School,58169,Part-time,1,4,0,8,6,0,5,3,25000,2021,withdrew,0,high,At Risk,High,WP Group
STUD_494,22,Other,Single,Management,In-person,Rural,PhD,100790,Part-time,5,2,6,8,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_495,25,Male,Widowed,Technologies,In-person,Urban,Master,55260,Employed,3,5,3,3,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_496,23,Male,Single,Technologies,Online,Suburban,Master,65990,Part-time,2,0,6,8,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_497,21,Male,Widowed,Education,Online,Urban,Bachelor,26517,Part-time,6,8,1,2,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,WP Group
STUD_498,23,Male,Divorced,Education,In-person,Suburban,Bachelor,58390,Unemployed,2,6,3,5,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_499,20,Male,Divorced,Management,Referral,Suburban,None,107704,Part-time,0,7,7,8,5,0,5,3,25000,2021,withdrew,100,high,Successful,High,WP Group
STUD_500,25,Male,Single,Social Service,Referral,Urban,PhD,65700,Part-time,7,3,3,2,3,0,5,3,25000,2021,withdrew,67,Medium,At Risk,High,WP Group
STUD_23,23,Male,Divorced,Social Service,Referral,Urban,None,75919,Employed,2,6,6,2,1,0,5,3,25000,2021,withdrew,33,Low,At Risk,High,WP Group
STUD_248,19,Other,Divorced,Journalism,In-person,Rural,High School,92227,Employed,1,6,7,3,4,0,5,3,25000,2021,withdrew,43,high,At Risk,High,WP Group
STUD_40,30,Other,Married,Social Service,Referral,Rural,Master,29762,Employed,4,6,8,0,4,0,5,3,25000,2021,withdrew,0,high,At Risk,High,WP Group
STUD_396,23,Other,Single,Journalism,In-person,Urban,PhD,118031,Employed,2,7,7,4,2,0,5,3,25000,2021,withdrew,57,Low,At Risk,High,Non-WP Group
STUD_205,26,Male,Divorced,Nursing,Referral,Urban,High School,53672,Employed,5,7,6,8,1,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_328,22,Female,Single,Management,Referral,Suburban,PhD,28733,Part-time,5,5,8,6,3,1,5,3,25000,2021,continued,75,Medium,Successful,Low,WP Group
STUD_398,22,Female,Divorced,Social Service,Online,Suburban,Bachelor,61458,Part-time,5,5,6,5,2,0,5,3,25000,2021,withdrew,83,Low,Successful,High,WP Group
STUD_176,24,Male,Divorced,Education,Online,Suburban,Bachelor,97591,Employed,3,1,4,7,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_452,21,Female,Divorced,Design,Referral,Rural,Bachelor,99810,Part-time,3,1,7,4,3,1,5,3,25000,2021,continued,57,Medium,At Risk,Medium,WP Group
STUD_274,28,Female,Single,Design,Referral,Suburban,None,54648,Part-time,3,8,3,2,2,1,5,3,25000,2021,continued,67,Low,At Risk,Medium,WP Group
STUD_68,23,Female,Divorced,Nursing,Online,Rural,Master,69302,Part-time,1,4,1,0,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_258,26,Other,Married,Journalism,Referral,Urban,High School,57338,Part-time,2,5,7,5,0,1,5,3,25000,2021,continued,71,Low,At Risk,Medium,WP Group
STUD_393,27,Male,Married,Technologies,Referral,Rural,Bachelor,76136,Unemployed,6,7,7,5,2,1,5,3,25000,2021,continued,71,Low,At Risk,Medium,WP Group
STUD_337,19,Other,Divorced,Technologies,Online,Urban,Bachelor,75394,Part-time,4,7,7,8,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_241,30,Male,Widowed,Nursing,In-person,Urban,PhD,58002,Employed,1,6,8,3,3,0,5,3,25000,2021,withdrew,38,Medium,At Risk,High,Non-WP Group
STUD_106,22,Male,Single,Design,Referral,Urban,None,60266,Unemployed,2,4,2,0,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_467,22,Male,Single,Education,Online,Urban,High School,80027,Employed,8,0,2,0,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_417,28,Other,Single,Education,Online,Rural,None,69246,Part-time,8,5,6,0,2,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,WP Group
STUD_462,30,Female,Married,Management,Online,Rural,PhD,89140,Employed,3,3,6,3,1,0,5,3,25000,2021,withdrew,50,Low,At Risk,High,WP Group
STUD_461,24,Other,Married,Social Service,Online,Suburban,PhD,48921,Employed,8,5,3,0,0,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,Non-WP Group
STUD_4,28,Female,Married,Technologies,In-person,Rural,PhD,32701,Part-time,5,1,4,7,2,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_335,22,Other,Divorced,Nursing,Referral,Urban,Bachelor,95940,Unemployed,4,4,6,0,1,0,5,3,25000,2021,withdrew,0,Low,At Risk,High,Non-WP Group
STUD_474,21,Other,Single,Journalism,Online,Urban,Master,99109,Part-time,6,4,7,1,2,0,5,3,25000,2021,withdrew,14,Low,At Risk,High,WP Group
STUD_430,21,Female,Single,Nursing,In-person,Rural,PhD,58933,Part-time,6,8,5,7,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_431,27,Other,Widowed,Nursing,In-person,Suburban,Master,54535,Employed,2,1,3,1,0,1,5,3,25000,2021,continued,33,Low,At Risk,Medium,Non-WP Group
STUD_235,21,Female,Married,Journalism,Online,Urban,Bachelor,106385,Unemployed,4,7,6,0,3,0,5,3,25000,2021,withdrew,0,Medium,At Risk,High,Non-WP Group
STUD_438,18,Male,Single,Journalism,Referral,Urban,High School,70846,Employed,1,4,6,6,6,0,5,3,25000,2021,withdrew,100,high,Successful,High,WP Group
STUD_286,23,Other,Widowed,Nursing,Referral,Urban,Bachelor,100846,Part-time,1,2,5,6,1,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_404,28,Other,Divorced,Agronomy,In-person,Urban,High School,104159,Unemployed,1,0,3,4,1,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_59,22,Female,Divorced,Design,In-person,Urban,None,35422,Employed,0,4,4,3,,1,5,3,25000,2021,continued,75,Low,Successful,Low,WP Group
STUD_447,25,Other,Married,Agronomy,Referral,Suburban,PhD,115083,Employed,7,4,3,0,3,0,5,3,25000,2021,withdrew,0,Medium,At Risk,High,Non-WP Group
STUD_159,24,Other,Single,Social Service,Referral,Urban,PhD,112885,Employed,2,7,1,5,3,0,5,3,25000,2021,withdrew,100,Medium,Successful,High,Non-WP Group
STUD_426,24,Other,Divorced,Agronomy,Online,Urban,High School,75194,Employed,4,4,3,1,0,1,5,3,25000,2021,continued,33,Low,At Risk,Medium,WP Group
STUD_62,21,Male,Single,Nursing,In-person,Rural,PhD,62195,Part-time,6,6,5,0,3,1,5,3,25000,2021,continued,0,Medium,At Risk,Medium,WP Group
STUD_476,30,Female,Widowed,Journalism,Online,Suburban,None,46802,Employed,1,7,5,8,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_41,23,Other,Divorced,Technologies,In-person,Rural,Master,87901,Unemployed,7,3,2,1,4,0,5,3,25000,2021,withdrew,50,high,At Risk,High,WP Group
STUD_2,21,Male,Divorced,Social Service,Online,Urban,High School,85102,Unemployed,6,6,7,6,2,1,5,3,25000,2021,continued,86,Low,Successful,Low,WP Group
STUD_42,23,Male,Widowed,Design,Referral,Suburban,Bachelor,21030,Unemployed,6,2,3,4,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,Non-WP Group
STUD_321,18,Other,Divorced,Technologies,In-person,Rural,High School,73227,Unemployed,1,5,5,5,1,1,5,3,25000,2021,continued,100,Low,Successful,Low,WP Group
STUD_376,22,Male,Divorced,Education,Online,Suburban,High School,67982,Unemployed,3,6,6,1,2,1,5,3,25000,2021,continued,17,Low,At Risk,Medium,WP Group
STUD_145,21,Female,Widowed,Agronomy,Referral,Rural,None,99713,Employed,3,1,0,2,2,1,5,3,25000,2021,continued,0,Low,At Risk,Medium,WP Group
STUD_299,18,Other,Divorced,Journalism,Online,Rural,None,58829,Part-time,1,8,6,5,1,1,5,3,25000,2021,continued,83,Low,Successful,Low,WP Group
STUD_174,21,Other,Widowed,Agronomy,Referral,Urban,High School,113621,Part-time,3,0,6,7,3,1,5,3,25000,2021,continued,100,Medium,Successful,Low,WP Group
STUD_204,24,Female,Widowed,Management,In-person,Rural,Bachelor,86268,Part-time,4,3,6,6,0,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
STUD_344,29,Male,Single,Technologies,Referral,Rural,PhD,58595,Unemployed,1,3,4,3,4,0,5,3,25000,2021,withdrew,75,high,Successful,High,WP Group
STUD_112,29,Male,Married,Education,Referral,Rural,PhD,72964,Employed,3,0,4,8,1,0,5,3,25000,2021,withdrew,100,Low,Successful,High,WP Group
