Student_ID,Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Employment_Status,Semester_Enrolled_Units,Semester_Credited_Units,Semester_Evaluated_Units,Semester_Approved_Units,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year
STUD_494,22,Other,Single,Management,In-person,Rural,PhD,Part-time,5,2,6,8,3.01,1,5,2.5,25000,2021
STUD_495,25,Male,Widowed,Technologies,In-person,Urban,Master,Employed,3,5,3,3,0.61,0,5,2.5,25000,2021
STUD_496,23,Male,Single,Technologies,Online,Suburban,Master,Part-time,2,0,6,8,2.2,0,5,2.5,25000,2021
STUD_497,21,Male,Widowed,Education,Online,Urban,Bachelor,Part-time,6,8,1,2,2.63,0,5,2.5,25000,2021
STUD_498,23,Male,Divorced,Education,In-person,Suburban,Bachelor,Unemployed,2,6,3,5,0.11,0,5,2.5,25000,2021
STUD_499,20,Male,Divorced,Management,Referral,Suburban,None,Part-time,0,7,7,8,5.451727408,0,5,2.5,25000,2021
STUD_500,25,Male,Single,Social Service,Referral,Urban,PhD,Part-time,7,3,3,2,3.24,0,5,2.5,25000,2021
STUD_23,23,Male,Divorced,Social Service,Referral,Urban,None,Employed,2,6,6,2,0.75,0,5,2.5,25000,2021
STUD_248,19,Other,Divorced,Journalism,In-person,Rural,High School,Employed,1,6,7,3,3.92,0,5,2.5,25000,2021
STUD_40,30,Other,Married,Social Service,Referral,Rural,Master,Employed,4,6,8,0,3.74,0,5,2.5,25000,2021
STUD_396,23,Other,Single,Journalism,In-person,Urban,PhD,Employed,2,7,7,4,1.77,0,5,2.5,25000,2021
STUD_205,26,Male,Divorced,Nursing,Referral,Urban,High School,Employed,5,7,6,8,1.21,1,5,2.5,25000,2021
STUD_328,22,Female,Single,Management,Referral,Suburban,PhD,Part-time,5,5,8,6,3.34,1,5,2.5,25000,2021
STUD_398,22,Female,Divorced,Social Service,Online,Suburban,Bachelor,Part-time,5,5,6,5,2.02,0,5,2.5,25000,2021
STUD_176,24,Male,Divorced,Education,Online,Suburban,Bachelor,Employed,3,1,4,7,0,0,5,2.5,25000,2021
STUD_452,21,Female,Divorced,Design,Referral,Rural,Bachelor,Part-time,3,1,7,4,2.75,1,5,2.5,25000,2021
STUD_274,28,Female,Single,Design,Referral,Suburban,None,Part-time,3,8,3,2,1.52,1,5,2.5,25000,2021
STUD_68,23,Female,Divorced,Nursing,Online,Rural,Master,Part-time,1,4,1,0,2.49,1,5,2.5,25000,2021
STUD_258,26,Other,Married,Journalism,Referral,Urban,High School,Part-time,2,5,7,5,0.16,1,5,2.5,25000,2021
STUD_393,27,Male,Married,Technologies,Referral,Rural,Bachelor,Unemployed,6,7,7,5,1.88,1,5,2.5,25000,2021
STUD_337,19,Other,Divorced,Technologies,Online,Urban,Bachelor,Part-time,4,7,7,8,1.76,0,5,2.5,25000,2021
STUD_241,30,Male,Widowed,Nursing,In-person,Urban,PhD,Employed,1,6,8,3,2.7,0,5,2.5,25000,2021
STUD_106,22,Male,Single,Design,Referral,Urban,None,Unemployed,2,4,2,0,1.73,0,5,2.5,25000,2021
STUD_467,22,Male,Single,Education,Online,Urban,High School,Employed,8,0,2,0,2.16,0,5,2.5,25000,2021
STUD_417,28,Other,Single,Education,Online,Rural,None,Part-time,8,5,6,0,1.55,0,5,2.5,25000,2021
STUD_462,30,Female,Married,Management,Online,Rural,PhD,Employed,3,3,6,3,1.47,0,5,2.5,25000,2021
STUD_461,24,Other,Married,Social Service,Online,Suburban,PhD,Employed,8,5,3,0,0.37,0,5,2.5,25000,2021
STUD_4,28,Female,Married,Technologies,In-person,Rural,PhD,Part-time,5,1,4,7,1.61,0,5,2.5,25000,2021
STUD_335,22,Other,Divorced,Nursing,Referral,Urban,Bachelor,Unemployed,4,4,6,0,0.84,0,5,2.5,25000,2021
STUD_474,21,Other,Single,Journalism,Online,Urban,Master,Part-time,6,4,7,1,1.64,0,5,2.5,25000,2021
STUD_430,21,Female,Single,Nursing,In-person,Rural,PhD,Part-time,6,8,5,7,2.63,1,5,2.5,25000,2021
STUD_431,27,Other,Widowed,Nursing,In-person,Suburban,Master,Employed,2,1,3,1,0.24,1,5,2.5,25000,2021
STUD_235,21,Female,Married,Journalism,Online,Urban,Bachelor,Unemployed,4,7,6,0,3.04,0,5,2.5,25000,2021
STUD_438,18,Male,Single,Journalism,Referral,Urban,High School,Employed,1,4,6,6,5.693118855,0,5,2.5,25000,2021
STUD_286,23,Other,Widowed,Nursing,Referral,Urban,Bachelor,Part-time,1,2,5,6,1.14,1,5,2.5,25000,2021
STUD_404,28,Other,Divorced,Agronomy,In-person,Urban,High School,Unemployed,1,0,3,4,0.91,1,5,2.5,25000,2021
STUD_59,22,Female,Divorced,Design,In-person,Urban,None,Employed,0,4,4,3,,1,5,2.5,25000,2021
STUD_447,25,Other,Married,Agronomy,Referral,Suburban,PhD,Employed,7,4,3,0,3.4,0,5,2.5,25000,2021
STUD_159,24,Other,Single,Social Service,Referral,Urban,PhD,Employed,2,7,1,5,2.94,0,5,2.5,25000,2021
STUD_426,24,Other,Divorced,Agronomy,Online,Urban,High School,Employed,4,4,3,1,0.22,1,5,2.5,25000,2021
STUD_62,21,Male,Single,Nursing,In-person,Rural,PhD,Part-time,6,6,5,0,2.63,1,5,2.5,25000,2021
STUD_476,30,Female,Widowed,Journalism,Online,Suburban,None,Employed,1,7,5,8,1.21,0,5,2.5,25000,2021
STUD_41,23,Other,Divorced,Technologies,In-person,Rural,Master,Unemployed,7,3,2,1,3.78,0,5,2.5,25000,2021
STUD_2,21,Male,Divorced,Social Service,Online,Urban,High School,Unemployed,6,6,7,6,2.11,1,5,2.5,25000,2021
STUD_42,23,Male,Widowed,Design,Referral,Suburban,Bachelor,Unemployed,6,2,3,4,0.31,0,5,2.5,25000,2021
STUD_321,18,Other,Divorced,Technologies,In-person,Rural,High School,Unemployed,1,5,5,5,0.78,1,5,2.5,25000,2021
STUD_376,22,Male,Divorced,Education,Online,Suburban,High School,Unemployed,3,6,6,1,2.31,1,5,2.5,25000,2021
STUD_145,21,Female,Widowed,Agronomy,Referral,Rural,None,Employed,3,1,0,2,2.42,1,5,2.5,25000,2021
STUD_299,18,Other,Divorced,Journalism,Online,Rural,None,Part-time,1,8,6,5,1.01,1,5,2.5,25000,2021
STUD_174,21,Other,Widowed,Agronomy,Referral,Urban,High School,Part-time,3,0,6,7,2.84,1,5,2.5,25000,2021
STUD_204,24,Female,Widowed,Management,In-person,Rural,Bachelor,Part-time,4,3,6,6,0.32,0,5,2.5,25000,2021
STUD_344,29,Male,Single,Technologies,Referral,Rural,PhD,Unemployed,1,3,4,3,3.96,0,5,2.5,25000,2021
STUD_112,29,Male,Married,Education,Referral,Rural,PhD,Employed,3,0,4,8,0.82,0,5,2.5,25000,2021
STUD_163,21,Male,Married,Design,Online,Urban,Bachelor,Part-time,5,4,6,4,2.59,1,5,2.5,25000,2021
STUD_188,27,Other,Single,Technologies,In-person,Urban,Bachelor,Unemployed,1,3,4,8,2.67,1,5,2.5,25000,2021
STUD_402,29,Other,Single,Agronomy,Referral,Urban,PhD,Part-time,8,5,3,2,1.95,0,5,2.5,25000,2021
STUD_465,22,Other,Married,Agronomy,Online,Rural,Bachelor,Part-time,6,1,8,4,2.39,0,5,2.5,25000,2021
